qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	MarmosetClass	OldWorldClass
XP_054110785.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X2_[Callithrix_jacchus]	719250	73.353	334	59	4	1	306	1	332	4.99e-167	463.0	class I	class I
XP_054110785.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X2_[Callithrix_jacchus]	709076	73.851	348	60	4	1	320	1	345	6.4500000000000004e-167	462.0	class I	class I
XP_054110785.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X2_[Callithrix_jacchus]	3105	70.822	353	70	5	1	325	4	351	3.33e-166	461.0	class I	class I
XP_054110786.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X6_[Callithrix_jacchus]	3105	75.874	286	59	3	2	280	69	351	8.000000000000001e-159	441.0	class I	class I
XP_054110786.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X6_[Callithrix_jacchus]	3105	75.175	286	61	3	2	280	69	351	1.92e-156	435.0	class I	class I
XP_054110786.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X6_[Callithrix_jacchus]	720309	75.175	286	60	4	2	280	66	347	5.2e-155	431.0	class I	class I
XP_054110786.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X6_[Callithrix_jacchus]	719250	77.528	267	53	2	2	261	80	346	4.81e-154	429.0	class I	class I
XP_054110786.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X6_[Callithrix_jacchus]	719250	77.528	267	53	2	2	261	80	346	5.14e-154	429.0	class I	class I
XP_054110786.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X6_[Callithrix_jacchus]	719250	77.528	267	53	2	2	261	66	332	1.09e-153	427.0	class I	class I
XP_054110786.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X6_[Callithrix_jacchus]	3105	73.077	286	67	3	2	280	66	348	2.6e-153	427.0	class I	class I
XP_054110786.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X6_[Callithrix_jacchus]	719250	77.444	266	53	2	2	260	80	345	4.67e-153	426.0	class I	class I
XP_054110786.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X6_[Callithrix_jacchus]	719250	77.444	266	53	2	2	260	80	345	5.04e-153	427.0	class I	class I
XP_054110786.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X6_[Callithrix_jacchus]	719250	77.444	266	53	2	2	260	66	331	8.78e-153	426.0	class I	class I
XP_054110787.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X7_[Callithrix_jacchus]	3105	73.938	353	80	4	1	346	1	348	0.0	526.0	class I	class I
XP_054110787.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X7_[Callithrix_jacchus]	3105	73.938	353	80	4	1	346	1	348	0.0	525.0	class I	class I
XP_054110787.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X7_[Callithrix_jacchus]	3105	76.487	353	71	4	1	346	4	351	0.0	518.0	class I	class I
XP_054110787.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X7_[Callithrix_jacchus]	709076	79.31	348	62	3	1	341	1	345	0.0	518.0	class I	class I
XP_054110787.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X7_[Callithrix_jacchus]	100187576	76.647	334	69	3	1	327	4	335	0.0	517.0	class I	class I
XP_054110787.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X7_[Callithrix_jacchus]	711832	73.371	353	82	4	1	346	4	351	0.0	512.0	class I	class I
XP_054110787.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X7_[Callithrix_jacchus]	3105	75.921	353	73	4	1	346	4	351	0.0	511.0	class I	class I
XP_054110787.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X7_[Callithrix_jacchus]	140708851	73.938	353	80	5	1	346	78	425	0.0	511.0	class I	class I
XP_054110787.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X7_[Callithrix_jacchus]	699243	73.088	353	83	4	1	346	4	351	0.0	509.0	class I	class I
XP_054110787.1|patr_class_I_histocompatibility_antigen,_CH28_alpha_chain_isoform_X7_[Callithrix_jacchus]	719250	77.844	334	65	3	1	327	1	332	0.0	509.0	class I	class I
XP_054110788.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X1_[Callithrix_jacchus]	3105	75.182	274	67	1	1	274	119	391	1.49e-156	435.0	class I	class I
XP_054110788.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X1_[Callithrix_jacchus]	711832	79.197	274	56	1	1	274	122	394	5.88e-152	423.0	class I	class I
XP_054110788.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X1_[Callithrix_jacchus]	699243	78.467	274	58	1	1	274	120	392	5.33e-151	421.0	class I	class I
XP_054110788.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X1_[Callithrix_jacchus]	3105	78.189	243	53	0	1	243	122	364	4.64e-144	402.0	class I	class I
XP_054110788.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X1_[Callithrix_jacchus]	3105	77.778	243	54	0	1	243	122	364	3.93e-142	397.0	class I	class I
XP_054110788.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X1_[Callithrix_jacchus]	3105	75.72	243	59	0	1	243	119	361	3.11e-139	390.0	class I	class I
XP_054110788.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X1_[Callithrix_jacchus]	715737	81.07	243	46	0	1	243	122	364	2.64e-137	385.0	class I	class I
XP_054110788.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X1_[Callithrix_jacchus]	711832	79.424	243	50	0	1	243	122	364	1.09e-134	379.0	class I	class I
XP_054110788.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X1_[Callithrix_jacchus]	720309	78.423	241	51	1	1	241	119	358	1.3399999999999998e-134	378.0	class I	class I
XP_054110788.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X1_[Callithrix_jacchus]	699243	79.012	243	51	0	1	243	120	362	1.08e-133	376.0	class I	class I
XP_054110789.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X2_[Callithrix_jacchus]	3105	78.279	244	53	0	1	244	122	365	4.42e-146	406.0	class I	class I
XP_054110789.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X2_[Callithrix_jacchus]	3105	77.869	244	54	0	1	244	122	365	2.08e-144	402.0	class I	class I
XP_054110789.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X2_[Callithrix_jacchus]	3105	75.82	244	59	0	1	244	119	362	2.08e-141	394.0	class I	class I
XP_054110789.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X2_[Callithrix_jacchus]	3105	75.72	243	59	0	1	243	119	361	7.12e-140	391.0	class I	class I
XP_054110789.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X2_[Callithrix_jacchus]	715737	81.148	244	46	0	1	244	122	365	1.98e-139	389.0	class I	class I
XP_054110789.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X2_[Callithrix_jacchus]	711832	79.508	244	50	0	1	244	122	365	1.0199999999999999e-136	382.0	class I	class I
XP_054110789.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X2_[Callithrix_jacchus]	720309	78.423	241	51	1	1	241	119	358	5.8599999999999996e-136	380.0	class I	class I
XP_054110789.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X2_[Callithrix_jacchus]	699243	79.098	244	51	0	1	244	120	363	8.13e-136	380.0	class I	class I
XP_054110789.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X2_[Callithrix_jacchus]	699243	78.689	244	52	0	1	244	122	365	5.0399999999999997e-135	378.0	class I	class I
XP_054110789.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X2_[Callithrix_jacchus]	711832	79.098	244	51	0	1	244	122	365	6.34e-135	378.0	class I	class I
XP_054110790.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X3_[Callithrix_jacchus]	3106	81.683	202	37	0	1	202	122	323	3.85e-121	340.0	class I	class I
XP_054110790.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X3_[Callithrix_jacchus]	715737	70.082	244	34	1	1	205	122	365	7.44e-120	338.0	class I	class I
XP_054110790.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X3_[Callithrix_jacchus]	719250	79.412	204	42	0	1	204	119	322	1.81e-118	333.0	class I	class I
XP_054110790.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X3_[Callithrix_jacchus]	719250	79.412	204	42	0	1	204	133	336	1.99e-118	333.0	class I	class I
XP_054110790.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X3_[Callithrix_jacchus]	694372	80.198	202	40	0	1	202	122	323	8.67e-118	331.0	class I	class I
XP_054110790.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X3_[Callithrix_jacchus]	694372	80.198	202	40	0	1	202	133	334	1.58e-117	331.0	class I	class I
XP_054110790.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X3_[Callithrix_jacchus]	694372	80.198	202	40	0	1	202	133	334	1.58e-117	331.0	class I	class I
XP_054110790.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X3_[Callithrix_jacchus]	3105	67.623	244	40	1	1	205	122	365	1.83e-117	332.0	class I	class I
XP_054110790.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X3_[Callithrix_jacchus]	711832	68.852	244	37	1	1	205	122	365	2.46e-117	332.0	class I	class I
XP_054110790.1|saoe_class_I_histocompatibility_antigen,_A_alpha_chain-like_isoform_X3_[Callithrix_jacchus]	699243	67.623	244	40	1	1	205	122	365	7.02e-116	328.0	class I	class I
XP_054110856.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	140708851	76.751	357	82	1	25	380	56	412	0.0	546.0	class I	class I
XP_054110856.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	106995452	75.504	347	84	1	31	376	18	364	0.0	530.0	class I	class I
XP_054110856.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	3105	75.522	335	81	1	47	380	1	335	0.0	530.0	class I	class I
XP_054110856.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	3105	75.522	335	81	1	47	380	1	335	0.0	530.0	class I	class I
XP_054110856.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	3105	75.893	336	80	1	46	380	3	338	0.0	528.0	class I	class I
XP_054110856.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	711832	77.083	336	76	1	46	380	3	338	0.0	522.0	class I	class I
XP_054110856.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	3105	75.0	336	83	1	46	380	3	338	0.0	522.0	class I	class I
XP_054110856.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	699243	76.786	336	77	1	46	380	3	338	0.0	521.0	class I	class I
XP_054110856.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	711832	77.083	336	76	1	46	380	3	338	0.0	520.0	class I	class I
XP_054110856.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	715737	76.488	336	78	1	46	380	3	338	0.0	518.0	class I	class I
XP_054110857.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	140708851	76.243	362	85	1	25	385	56	417	0.0	546.0	class I	class I
XP_054110857.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	3105	75.0	340	84	1	47	385	1	340	0.0	532.0	class I	class I
XP_054110857.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	3105	75.0	340	84	1	47	385	1	340	0.0	531.0	class I	class I
XP_054110857.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	3105	75.367	341	83	1	46	385	3	343	0.0	528.0	class I	class I
XP_054110857.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	106995452	75.504	347	84	1	31	376	18	364	0.0	528.0	class I	class I
XP_054110857.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	3105	74.487	341	86	1	46	385	3	343	0.0	523.0	class I	class I
XP_054110857.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	711832	76.54	341	79	1	46	385	3	343	0.0	523.0	class I	class I
XP_054110857.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	699243	76.246	341	80	1	46	385	3	343	0.0	521.0	class I	class I
XP_054110857.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	711832	76.54	341	79	1	46	385	3	343	0.0	521.0	class I	class I
XP_054110857.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	715737	75.953	341	81	1	46	385	3	343	0.0	519.0	class I	class I
XP_054110858.1|HLA_class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X4_[Callithrix_jacchus]	140708851	69.01	384	79	2	25	368	56	439	0.0	521.0	class I	class I
XP_054110858.1|HLA_class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X4_[Callithrix_jacchus]	711832	68.956	364	73	2	45	368	2	365	5.41e-180	497.0	class I	class I
XP_054110858.1|HLA_class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X4_[Callithrix_jacchus]	3106	78.505	321	68	1	46	365	3	323	6.100000000000001e-180	495.0	class I	class I
XP_054110858.1|HLA_class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X4_[Callithrix_jacchus]	699243	68.407	364	75	2	45	368	2	365	1.33e-179	496.0	class I	class I
XP_054110858.1|HLA_class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X4_[Callithrix_jacchus]	715737	68.407	364	75	2	45	368	2	365	6.0800000000000014e-179	494.0	class I	class I
XP_054110858.1|HLA_class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X4_[Callithrix_jacchus]	719250	78.431	306	66	0	62	367	17	322	6.159999999999998e-178	491.0	class I	class I
XP_054110858.1|HLA_class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X4_[Callithrix_jacchus]	711832	69.061	362	72	2	46	367	3	364	7.389999999999998e-178	493.0	class I	class I
XP_054110858.1|HLA_class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X4_[Callithrix_jacchus]	711832	68.132	364	76	2	45	368	2	365	1.8399999999999998e-176	488.0	class I	class I
XP_054110858.1|HLA_class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X4_[Callithrix_jacchus]	719250	79.0	300	63	0	68	367	37	336	2.74e-176	487.0	class I	class I
XP_054110858.1|HLA_class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X4_[Callithrix_jacchus]	3105	67.68	362	77	2	47	368	1	362	8.9e-176	486.0	class I	class I
XP_054110859.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X5_[Callithrix_jacchus]	140708851	76.966	356	81	1	25	379	56	411	0.0	545.0	class I	class I
XP_054110859.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X5_[Callithrix_jacchus]	106995452	75.504	347	84	1	31	376	18	364	0.0	530.0	class I	class I
XP_054110859.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X5_[Callithrix_jacchus]	3105	75.749	334	80	1	47	379	1	334	0.0	530.0	class I	class I
XP_054110859.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X5_[Callithrix_jacchus]	100424348	78.187	353	76	1	47	398	1	353	0.0	529.0	class I	class I
XP_054110859.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X5_[Callithrix_jacchus]	3105	75.749	334	80	1	47	379	1	334	0.0	529.0	class I	class I
XP_054110859.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X5_[Callithrix_jacchus]	3105	76.119	335	79	1	46	379	3	337	0.0	526.0	class I	class I
XP_054110859.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X5_[Callithrix_jacchus]	719702	78.852	331	70	0	68	398	37	367	0.0	522.0	class I	class I
XP_054110859.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X5_[Callithrix_jacchus]	711832	77.313	335	75	1	46	379	3	337	0.0	521.0	class I	class I
XP_054110859.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X5_[Callithrix_jacchus]	3105	75.224	335	82	1	46	379	3	337	0.0	521.0	class I	class I
XP_054110859.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X5_[Callithrix_jacchus]	699243	77.015	335	76	1	46	379	3	337	0.0	520.0	class I	class I
XP_054110860.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X1_[Callithrix_jacchus]	719250	78.443	334	72	0	17	350	17	350	0.0	541.0	class I	class I
XP_054110860.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X1_[Callithrix_jacchus]	3105	72.376	362	89	1	1	351	1	362	0.0	539.0	class I	class I
XP_054110860.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X1_[Callithrix_jacchus]	3105	72.299	361	89	1	1	350	1	361	0.0	536.0	class I	class I
XP_054110860.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X1_[Callithrix_jacchus]	3105	74.586	362	81	1	1	351	4	365	0.0	536.0	class I	class I
XP_054110860.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X1_[Callithrix_jacchus]	719250	78.248	331	72	0	21	351	35	365	0.0	535.0	class I	class I
XP_054110860.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X1_[Callithrix_jacchus]	719250	78.485	330	71	0	21	350	35	364	0.0	535.0	class I	class I
XP_054110860.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X1_[Callithrix_jacchus]	106995452	75.556	360	77	1	3	351	36	395	0.0	534.0	class I	class I
XP_054110860.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X1_[Callithrix_jacchus]	3105	74.033	362	83	1	1	351	4	365	0.0	532.0	class I	class I
XP_054110860.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X1_[Callithrix_jacchus]	711832	74.586	362	81	1	1	351	4	365	0.0	532.0	class I	class I
XP_054110860.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X1_[Callithrix_jacchus]	715737	74.309	362	82	1	1	351	4	365	0.0	531.0	class I	class I
XP_054110861.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X2_[Callithrix_jacchus]	106995452	79.027	329	69	0	3	331	36	364	0.0	520.0	class I	class I
XP_054110861.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X2_[Callithrix_jacchus]	3105	73.952	334	87	0	1	334	1	334	0.0	520.0	class I	class I
XP_054110861.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X2_[Callithrix_jacchus]	3105	73.952	334	87	0	1	334	1	334	0.0	518.0	class I	class I
XP_054110861.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X2_[Callithrix_jacchus]	3105	76.347	334	79	0	1	334	4	337	0.0	516.0	class I	class I
XP_054110861.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X2_[Callithrix_jacchus]	106995452	79.421	311	64	0	21	331	67	377	0.0	515.0	class I	class I
XP_054110861.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X2_[Callithrix_jacchus]	719250	77.743	319	71	0	17	335	17	335	0.0	513.0	class I	class I
XP_054110861.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X2_[Callithrix_jacchus]	3105	75.749	334	81	0	1	334	4	337	0.0	513.0	class I	class I
XP_054110861.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X2_[Callithrix_jacchus]	711832	76.347	334	79	0	1	334	4	337	0.0	511.0	class I	class I
XP_054110861.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X2_[Callithrix_jacchus]	715737	76.048	334	80	0	1	334	4	337	0.0	511.0	class I	class I
XP_054110861.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X2_[Callithrix_jacchus]	720309	76.647	334	77	1	1	334	1	333	0.0	509.0	class I	class I
XP_054110862.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	719250	77.895	380	80	1	17	396	17	392	0.0	576.0	class I	class I
XP_054110862.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	3105	74.462	372	94	1	1	371	1	372	0.0	570.0	class I	class I
XP_054110862.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	3105	74.515	361	92	0	1	361	1	361	0.0	560.0	class I	class I
XP_054110862.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	3105	76.454	361	85	0	1	361	4	364	0.0	556.0	class I	class I
XP_054110862.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	715737	76.454	361	85	0	1	361	4	364	0.0	553.0	class I	class I
XP_054110862.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	711832	76.731	361	84	0	1	361	4	364	0.0	552.0	class I	class I
XP_054110862.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	3105	75.9	361	87	0	1	361	4	364	0.0	552.0	class I	class I
XP_054110862.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	711832	75.134	374	89	1	1	374	4	373	0.0	551.0	class I	class I
XP_054110862.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	711832	75.9	361	87	0	1	361	4	364	0.0	546.0	class I	class I
XP_054110862.1|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X3_[Callithrix_jacchus]	699243	75.346	361	89	0	1	361	4	364	0.0	545.0	class I	class I
XP_054110863.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X4_[Callithrix_jacchus]	100424348	78.47	353	76	0	1	353	1	353	0.0	531.0	class I	class I
XP_054110863.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X4_[Callithrix_jacchus]	719702	79.279	333	69	0	21	353	35	367	0.0	525.0	class I	class I
XP_054110863.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X4_[Callithrix_jacchus]	106995452	79.027	329	69	0	3	331	36	364	0.0	522.0	class I	class I
XP_054110863.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X4_[Callithrix_jacchus]	3105	73.952	334	87	0	1	334	1	334	0.0	520.0	class I	class I
XP_054110863.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X4_[Callithrix_jacchus]	3105	73.952	334	87	0	1	334	1	334	0.0	518.0	class I	class I
XP_054110863.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X4_[Callithrix_jacchus]	719250	75.758	330	80	0	17	346	17	346	0.0	517.0	class I	class I
XP_054110863.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X4_[Callithrix_jacchus]	3105	76.347	334	79	0	1	334	4	337	0.0	517.0	class I	class I
XP_054110863.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X4_[Callithrix_jacchus]	106995452	79.421	311	64	0	21	331	67	377	0.0	515.0	class I	class I
XP_054110863.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X4_[Callithrix_jacchus]	3105	75.749	334	81	0	1	334	4	337	0.0	513.0	class I	class I
XP_054110863.1|HLA_class_I_histocompatibility_antigen,_C_alpha_chain_isoform_X4_[Callithrix_jacchus]	719250	75.767	326	79	0	21	346	35	360	0.0	513.0	class I	class I
XP_054110864.1|class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X2_[Callithrix_jacchus]	3105	75.467	375	89	1	4	378	1	372	0.0	587.0	class I	class I
XP_054110864.1|class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X2_[Callithrix_jacchus]	3105	76.177	361	86	0	4	364	1	361	0.0	578.0	class I	class I
XP_054110864.1|class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X2_[Callithrix_jacchus]	719250	76.59	393	88	1	4	396	1	389	0.0	576.0	class I	class I
XP_054110864.1|class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X2_[Callithrix_jacchus]	3105	77.747	364	81	0	1	364	1	364	0.0	573.0	class I	class I
XP_054110864.1|class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X2_[Callithrix_jacchus]	711832	77.473	364	82	0	1	364	1	364	0.0	570.0	class I	class I
XP_054110864.1|class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X2_[Callithrix_jacchus]	711832	76.115	381	88	1	1	381	1	378	0.0	564.0	class I	class I
XP_054110864.1|class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X2_[Callithrix_jacchus]	3105	76.374	364	86	0	1	364	1	364	0.0	563.0	class I	class I
XP_054110864.1|class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X2_[Callithrix_jacchus]	140708851	77.686	363	81	0	2	364	76	438	0.0	563.0	class I	class I
XP_054110864.1|class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X2_[Callithrix_jacchus]	715737	77.198	364	83	0	1	364	1	364	0.0	561.0	class I	class I
XP_054110864.1|class_I_histocompatibility_antigen,_B_alpha_chain_isoform_X2_[Callithrix_jacchus]	711832	77.473	364	82	0	1	364	1	364	0.0	561.0	class I	class I
XP_054110865.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X3_[Callithrix_jacchus]	100424348	81.586	353	65	0	4	356	1	353	0.0	563.0	class I	class I
XP_054110865.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X3_[Callithrix_jacchus]	3105	76.647	334	78	0	4	337	1	334	0.0	545.0	class I	class I
XP_054110865.1|HLA_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X3_[Callithrix_jacchus]	3105	76.647	334	78	0	4	337	1	334	0.0	542.0	class I	class I
